0.0.0.0 0 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.4.0 24 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.4.0 24 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.4.0 24 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.4.0 24 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.4.0 24 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.4.0 24 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.4.0 24 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.4.0 24 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.4.0 24 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.4.0 24 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.4.0 24 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.4.0 24 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.4.0 24 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.4.0 24 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.5.0 24 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.5.0 24 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.5.0 24 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.5.0 24 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.5.0 24 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.5.0 24 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.5.0 24 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.5.0 24 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.5.0 24 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.5.0 24 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.5.0 24 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.5.0 24 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.5.0 24 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.5.0 24 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.6.0 24 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.6.0 24 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.6.0 24 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.6.0 24 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.6.0 24 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.6.0 24 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.6.0 24 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.6.0 24 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.6.0 24 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.6.0 24 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.6.0 24 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.6.0 24 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.6.0 24 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.6.0 24 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.7.0 24 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.7.0 24 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.7.0 24 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.7.0 24 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.7.0 24 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.7.0 24 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.7.0 24 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.7.0 24 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.7.0 24 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.7.0 24 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.7.0 24 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.7.0 24 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.7.0 24 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.7.0 24 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.64.0 18 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.64.0 18 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.64.0 18 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.64.0 18 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.64.0 18 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.64.0 18 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.64.0 18 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.64.0 18 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.64.0 18 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.64.0 18 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.64.0 18 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.64.0 18 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.64.0 18 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.64.0 18 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.64.0 18 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.128.0 17 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.128.0 17 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.128.0 17 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.128.0 17 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.128.0 17 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.128.0 17 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.128.0 17 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.128.0 17 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.128.0 17 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.128.0 17 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.128.0 17 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.128.0 17 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.128.0 17 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.128.0 17 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.128.0 17 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.128.0 18 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.128.0 18 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.128.0 18 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.128.0 18 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.128.0 18 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.128.0 18 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.128.0 18 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.128.0 18 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.128.0 18 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.128.0 18 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.128.0 18 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.128.0 18 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.128.0 18 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.128.0 18 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.128.0 18 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.128.0 19 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.128.0 19 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.128.0 19 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.128.0 19 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.128.0 19 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.128.0 19 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.128.0 19 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.128.0 19 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.128.0 19 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.128.0 19 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.128.0 19 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.128.0 19 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.128.0 19 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.128.0 19 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.128.0 19 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.128.0 24 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.128.0 24 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.128.0 24 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.128.0 24 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.128.0 24 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.128.0 24 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.128.0 24 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.128.0 24 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.129.0 24 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.129.0 24 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.129.0 24 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.129.0 24 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.129.0 24 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.129.0 24 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.129.0 24 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.129.0 24 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.129.0 24 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.129.0 24 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.129.0 24 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.129.0 24 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.129.0 24 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.129.0 24 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.130.0 24 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.130.0 24 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.130.0 24 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.130.0 24 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.130.0 24 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.130.0 24 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.130.0 24 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.130.0 24 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.131.0 24 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.131.0 24 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.131.0 24 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.131.0 24 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.131.0 24 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.131.0 24 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.131.0 24 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.131.0 24 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.132.0 22 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.132.0 22 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.132.0 22 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.132.0 22 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.132.0 22 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.132.0 22 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.132.0 22 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.132.0 22 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.132.0 22 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.132.0 22 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.132.0 22 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.132.0 22 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.132.0 22 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.132.0 22 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.132.0 22 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.136.0 24 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.136.0 24 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.136.0 24 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.136.0 24 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.136.0 24 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.136.0 24 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.136.0 24 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.136.0 24 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.137.0 24 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.137.0 24 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.137.0 24 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.137.0 24 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.137.0 24 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.137.0 24 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.137.0 24 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.137.0 24 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.137.0 24 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.137.0 24 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.137.0 24 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.137.0 24 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.137.0 24 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.137.0 24 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.138.0 24 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.138.0 24 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.138.0 24 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.138.0 24 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.138.0 24 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.138.0 24 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.138.0 24 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.138.0 24 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.139.0 24 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.139.0 24 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.139.0 24 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.139.0 24 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.139.0 24 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.139.0 24 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.139.0 24 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.139.0 24 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.139.0 24 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.139.0 24 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.139.0 24 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.139.0 24 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.139.0 24 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.139.0 24 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.142.0 24 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.142.0 24 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.142.0 24 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.142.0 24 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.142.0 24 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.142.0 24 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.142.0 24 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.142.0 24 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.144.0 20 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.144.0 20 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.144.0 20 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.144.0 20 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.144.0 20 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.144.0 20 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.144.0 20 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.144.0 20 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.144.0 20 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.160.0 19 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.160.0 19 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.160.0 19 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.160.0 19 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.160.0 19 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.160.0 19 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.160.0 19 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.160.0 19 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.160.0 19 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.160.0 19 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.160.0 19 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.160.0 19 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.160.0 19 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.160.0 19 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.160.0 19 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.160.0 21 BGPDUMP_TYPE_TABLE_DUMP_V2
1.0.160.0 21 BGPDUMP_TYPE_TABLE_DUMP_V2
